detection_id,image_id,image_path,timestamp,location,ml_classification,corrected_classification,final_classification,confidence,is_reviewed,reviewed_by,bbox_x1,bbox_y1,bbox_x2,bbox_y2,notes
16b9825f-6f11-4a45-a8c6-3698a15eb2ee,e65cf291-b17a-4f37-b9dc-6cd4bc1c3788,/mnt/images/Camphouse/CAMPHOUSE_04247.jpg,2022-06-27T09:50:22+00:00,Camphouse,unknown,doe,doe,0.840,True,user,55,159,104,202,
1a58bb33-8141-4a76-9883-8061e7c32041,0a571a40-3626-4bba-832b-626778d9056f,/mnt/images/Camphouse/CAMPHOUSE_04251.jpg,2022-06-27T11:24:44+00:00,Camphouse,unknown,doe,doe,0.851,True,user,7,208,46,263,
417c1f1c-ca2b-435b-8158-b9d020ca42e5,f581ab01-a2af-4d02-8c6e-65fb36eec752,/mnt/images/Camphouse/CAMPHOUSE_04245.jpg,2022-06-27T09:47:31+00:00,Camphouse,unknown,doe,doe,0.829,True,user,262,201,301,232,
5fdcba36-0ed0-45d4-b40d-08e788f5be80,6580a032-4306-4645-bbf8-dd5889cb18ea,/mnt/images/Camphouse/CAMPHOUSE_04276.jpg,2022-06-29T01:23:18+00:00,Camphouse,unknown,doe,doe,0.850,True,user,274,230,318,266,
63f404ce-21ff-44e0-9208-4c1c8cf40602,479c68f6-7f62-4924-a46c-42dd7cd7a367,/mnt/images/Camphouse/CAMPHOUSE_04243.jpg,2022-06-27T09:37:48+00:00,Camphouse,unknown,doe,doe,0.780,True,user,21,173,57,209,
769ec9e4-44f8-46ed-bee5-a85c9c9fbea8,11fd4e8e-fca7-4a75-84d1-5967afe4d2df,/mnt/images/Camphouse/CAMPHOUSE_04263.jpg,2022-06-28T04:10:30+00:00,Camphouse,unknown,doe,doe,0.818,True,user,252,228,287,261,
7b5fe127-c54f-4b94-a34f-aada51339cd9,182b93d0-2b60-4257-aa19-682406fcb300,/mnt/images/Camphouse/CAMPHOUSE_04248.jpg,2022-06-27T09:54:31+00:00,Camphouse,unknown,doe,doe,0.822,True,user,310,274,338,316,
0663665a-d377-4a65-b939-4ac90906ff15,327a09d4-75a2-44ad-83e7-ed6c73a8101d,/mnt/images/Camphouse/CAMPHOUSE_04187.jpg,2022-06-26T06:25:15+00:00,Camphouse,unknown,pig,pig,0.842,True,user,214,210,271,245,
07cb99a5-fcfd-4476-9a30-6924f1531f15,e07be1f7-1c22-4b4f-861d-3519bb486ab8,/mnt/images/Camphouse/CAMPHOUSE_04185.jpg,2022-06-26T06:23:49+00:00,Camphouse,unknown,pig,pig,0.875,True,user,114,214,188,265,
20e950d1-3c84-43ee-b94b-4bdd68a1628e,2477fe58-8727-44ca-903c-a05799f91c12,/mnt/images/Camphouse/CAMPHOUSE_04235.jpg,2022-06-27T05:04:14+00:00,Camphouse,unknown,pig,pig,0.800,True,user,342,312,424,394,
212efa96-8158-4a18-b8a8-8eeb74e8da2d,afc8be4a-5209-44a3-b755-e097154b483c,/mnt/images/Camphouse/CAMPHOUSE_04182.jpg,2022-06-26T06:21:44+00:00,Camphouse,unknown,pig,pig,0.889,True,user,486,332,603,464,
8762e666-e13d-456b-bf9c-4b17ac13a7f8,9eb63c2b-4376-4f49-9e0c-e2a525c91e6b,/mnt/images/Camphouse/CAMPHOUSE_04240.jpg,2022-06-27T05:42:33+00:00,Camphouse,unknown,raccoon,raccoon,0.671,True,user,288,337,408,424,
4961e42a-df13-45d1-8a95-f9e7303a06e7,110780c3-a89f-4f21-8fe8-52016b1c232b,/mnt/images/Camphouse/CAMPHOUSE_04232.jpg,2022-06-27T01:53:26+00:00,Camphouse,unknown,doe,doe,0.840,True,user,314,225,353,256,
41731c64-5314-4d8d-bd6d-502ba5f2a93e,768ef9aa-6fd3-4266-9d1a-d983cd1efdbe,/mnt/images/Camphouse/CAMPHOUSE_04230.jpg,2022-06-27T01:51:46+00:00,Camphouse,unknown,cattle,cattle,0.862,True,user,95,141,119,164,
20b24756-2c4f-4fab-bace-142aa13a9ded,62b9d1da-55c3-4396-80c0-e25004d16cc8,/mnt/images/Camphouse/CAMPHOUSE_04229.jpg,2022-06-27T01:50:19+00:00,Camphouse,unknown,cattle,cattle,0.629,True,user,276,213,300,241,
2b1addfe-9c52-432a-9613-188ad56934df,f96e4e12-fca1-4c28-a007-39b2900ef4af,/mnt/images/Camphouse/CAMPHOUSE_04228.jpg,2022-06-27T01:49:33+00:00,Camphouse,unknown,doe,doe,0.856,True,user,16,111,40,131,
b085ae08-e081-448a-b261-3fe61630cf25,473c70ac-950e-4f2b-b414-671a9b42dd6a,/mnt/images/Camphouse/CAMPHOUSE_04177.jpg,2022-06-26T06:16:40+00:00,Camphouse,unknown,pig,pig,0.801,True,user,38,203,101,248,
db6d012e-a069-4e4e-8c27-206a4f222227,267a5cc7-fade-41d8-b633-cf545852522d,/mnt/images/Camphouse/CAMPHOUSE_04176.jpg,2022-06-26T06:15:59+00:00,Camphouse,unknown,pig,pig,0.545,True,user,0,203,39,254,
768c489b-ebcd-4a35-8076-bc3e68ffb4e8,62b9d1da-55c3-4396-80c0-e25004d16cc8,/mnt/images/Camphouse/CAMPHOUSE_04229.jpg,2022-06-27T01:50:19+00:00,Camphouse,unknown,cattle,cattle,0.536,True,user,139,170,155,189,
4dd24e2f-54b7-44ae-9b14-60f309b9fb8f,2928ce0f-0817-4e12-83d8-aa946cc21bd8,/mnt/images/Camphouse/CAMPHOUSE_04227.jpg,2022-06-27T00:13:21+00:00,Camphouse,unknown,doe,doe,0.829,True,user,195,280,234,328,
f98cc510-fe7f-4444-8979-787373e6eee1,c85ee103-0b34-4730-a297-cbd428b7e3fe,/mnt/images/Camphouse/CAMPHOUSE_04242.jpg,2022-06-27T09:36:31+00:00,Camphouse,unknown,doe,doe,0.748,True,user,109,165,183,261,
e80200c6-4fb9-4352-bfa7-4b8b3803861f,a1f84272-b879-4f14-bcb1-34eb63d83ac6,/mnt/images/270_Jason/270_JASON_01057.jpg,2022-06-26T02:18:12+00:00,270_Jason,unknown,buck,buck,0.858,True,user,360,195,399,229,
21e55656-c583-4349-bed0-8546c1c117f3,43373015-631f-4477-821e-d5d5ae93f0c6,/mnt/images/Camphouse/CAMPHOUSE_04167.jpg,2022-06-26T00:40:09+00:00,Camphouse,unknown,cattle,cattle,0.826,True,user,464,191,639,445,
81465775-6a78-42f1-8acd-239633ed6c10,63872ae1-e626-4abc-a429-575a1b7fb73c,/mnt/images/Camphouse/CAMPHOUSE_04173.jpg,2022-06-26T02:17:44+00:00,Camphouse,unknown,pig,pig,0.682,True,user,259,251,280,281,
e32fe4e8-3b21-4b0c-ba87-c8a24924933d,af433e15-7173-427a-ab22-e49fa9a7e72e,/mnt/images/Camphouse/CAMPHOUSE_04172.jpg,2022-06-26T02:16:54+00:00,Camphouse,unknown,pig,pig,0.772,True,user,166,196,236,267,
2aa0f042-7ec9-4f2d-a042-aa4a50be98f1,52ae2ba3-1765-4afd-b5a4-268ad93f3285,/mnt/images/Camphouse/CAMPHOUSE_04171.jpg,2022-06-26T02:15:57+00:00,Camphouse,unknown,pig,pig,0.687,True,user,70,218,95,249,
568e9b7f-933f-4856-98e7-50d85e2529d0,70c2fe8c-277f-4d78-add9-4731e7d114bf,/mnt/images/Camphouse/CAMPHOUSE_04170.jpg,2022-06-26T02:15:09+00:00,Camphouse,unknown,pig,pig,0.675,True,user,73,276,106,316,
1420bd62-df5f-4d27-90b3-01a8d278df50,6b1e2d8b-aede-4bdf-9584-ba2e05a93fa3,/mnt/images/Camphouse/CAMPHOUSE_04132.jpg,2022-06-25T08:12:38+00:00,Camphouse,unknown,cattle,cattle,0.684,True,user,584,221,639,374,
b72de6dc-8ce9-47ae-9a5e-486cf86e8b65,f96e4e12-fca1-4c28-a007-39b2900ef4af,/mnt/images/Camphouse/CAMPHOUSE_04228.jpg,2022-06-27T01:49:33+00:00,Camphouse,unknown,doe,doe,0.554,True,user,539,234,552,244,
8e438c17-2d93-4b13-93e1-a4615b67adb7,d67e3f2b-ac6f-4a6a-acd5-39377288538f,/mnt/images/Hayfield/HAYFIELD_01742.jpg,2022-06-25T02:43:59+00:00,Hayfield,unknown,doe,doe,0.879,True,user,257,237,295,279,
0e6e5584-c93c-43ef-9849-fc8ad64480d5,d1c80fa4-4ba9-4be5-8d21-98c2b69af9a2,/mnt/images/Camphouse/CAMPHOUSE_04055.jpg,2022-06-24T11:41:20+00:00,Camphouse,unknown,doe,doe,0.731,True,user,15,124,40,153,
268f8009-d1c0-459a-957a-c7f45972b1fd,eb8c47db-8428-42d6-9275-de93db412feb,/mnt/images/Sanctuary/SANCTUARY_05869.jpg,2022-06-06T12:27:13+00:00,Sanctuary,unknown,cattle,cattle,0.815,True,user,0,177,149,269,
38fef546-6ced-47a3-9d1a-764373de21e5,c9ddaca0-fc4c-494f-b43a-749718e004b9,/mnt/images/Sanctuary/SANCTUARY_05874.jpg,2022-06-07T21:29:54+00:00,Sanctuary,unknown,human,human,0.747,True,user,394,98,639,328,
7b36f62a-379e-4cc9-a6b6-092737087f00,30f8709c-1111-465e-bfc4-abe0051acdc7,/mnt/images/Sanctuary/SANCTUARY_05863.jpg,2022-06-04T16:52:01+00:00,Sanctuary,unknown,no animal,no animal,0.681,True,user,369,91,549,338,
3faf0679-87af-4334-8186-12de86c16f1a,729124a6-685a-4180-90ca-8892afff751d,/mnt/images/Sanctuary/SANCTUARY_05854.jpg,2022-06-04T12:45:53+00:00,Sanctuary,unknown,cattle,cattle,0.646,True,user,382,103,548,328,
013439b7-9f24-4ec9-8009-41581d5789dc,5b69992a-52d9-4f39-9227-2f2a79f4e01f,/mnt/images/Sanctuary/SANCTUARY_05856.jpg,2022-06-04T14:21:01+00:00,Sanctuary,unknown,cattle,cattle,0.769,True,user,381,100,545,320,
37344eae-a9df-4757-86d7-88273836b860,5f8b50bd-522c-4758-8411-f7c2f8cdf003,/mnt/images/Sanctuary/SANCTUARY_05832.jpg,2022-06-04T02:23:56+00:00,Sanctuary,unknown,doe,doe,0.864,True,user,118,240,156,278,
b928a1bd-4dfc-481b-9b1e-f96c8bfebdf5,cf82003c-5460-402e-8d87-6f8b12534707,/mnt/images/Sanctuary/SANCTUARY_05831.jpg,2022-06-04T02:23:05+00:00,Sanctuary,unknown,doe,doe,0.805,True,user,88,214,142,256,
19fcc288-402d-4304-8441-d959840d9091,93974c29-4137-4d18-92a0-d54b3b6b5f45,/mnt/images/Sanctuary/SANCTUARY_05843.jpg,2022-06-04T12:04:52+00:00,Sanctuary,unknown,cattle,cattle,0.714,True,user,0,139,206,325,
242b7a02-52a4-495c-8cf5-d3be2ae86a9d,4112a084-f0c9-4d36-93f8-1be20392b16d,/mnt/images/Sanctuary/SANCTUARY_05837.jpg,2022-06-04T11:57:07+00:00,Sanctuary,unknown,cattle,cattle,0.695,True,user,378,96,583,332,
e4d15865-ad15-4c1f-9133-dd84e83c2efa,c6ba6edf-fdbf-40e1-82dc-fd0785be4008,/mnt/images/Sanctuary/SANCTUARY_05826.jpg,2022-06-03T19:23:07+00:00,Sanctuary,unknown,cattle,cattle,0.510,True,user,383,97,543,325,
c4f5fa59-f2e9-4f2a-9c52-759a57b4cd23,dc80bf41-7116-4caf-9632-481b19592849,/mnt/images/Sanctuary/SANCTUARY_05825.jpg,2022-06-03T06:54:41+00:00,Sanctuary,unknown,raccoon,raccoon,0.612,True,user,127,192,175,261,
21a837f2-f1dc-4c94-86fc-76ab846c65b4,e92a0f83-bed7-47c6-aaaa-3cefa72dbfc5,/mnt/images/Sanctuary/SANCTUARY_05819.jpg,2022-06-03T01:09:44+00:00,Sanctuary,unknown,doe,doe,0.762,True,user,362,200,381,228,
100fb091-136f-4472-b56b-4158b685a9ec,fbbcfa28-c82c-4597-8ba7-f85918d2e0d9,/mnt/images/Camphouse/CAMPHOUSE_03388.jpg,2022-06-03T07:16:39+00:00,Camphouse,unknown,doe,doe,0.841,True,user,419,395,484,460,
6600fd9e-fb92-4c63-bcc7-5d1591e0bed6,64c24344-136f-4350-a06e-5bc5650c664f,/mnt/images/Sanctuary/SANCTUARY_05811.jpg,2022-05-30T14:27:51+00:00,Sanctuary,unknown,cattle,cattle,0.715,True,user,370,102,545,336,
b4f9467b-0ae7-4642-8568-dad8fde411b9,a1bf2490-c872-4ee2-8b60-2b9c220e1a00,/mnt/images/Sanctuary/SANCTUARY_03174.jpg,2022-04-28T04:03:28+00:00,Sanctuary,unknown,doe,doe,0.817,True,user,192,338,249,413,Human detected in trail camera image
259ef1a9-91d0-414f-ae19-f8e2440511f4,bbd0dc69-8a39-4f0a-9c0d-fd3f78396a62,/mnt/images/Sanctuary/SANCTUARY_05762.jpg,2022-05-25T02:24:00+00:00,Sanctuary,unknown,doe,doe,0.877,True,user,306,200,342,235,
61e18c62-d0b2-4f65-ab2b-0a96aead34e6,b1656cba-e06b-4321-b288-d3ddef3ad7dc,/mnt/images/Sanctuary/SANCTUARY_05776.jpg,2022-05-25T03:20:17+00:00,Sanctuary,unknown,raccoon,raccoon,0.656,True,user,57,267,130,304,
33781cf8-91e5-4a8e-813c-96b1dabc25ff,ccfb31f8-aacc-46a1-b4f8-e6576a113b07,/mnt/images/Sanctuary/SANCTUARY_05772.jpg,2022-05-25T02:41:24+00:00,Sanctuary,unknown,doe,doe,0.595,True,user,370,222,430,257,
16b5b5f4-a7d4-4519-972c-b4c808d05027,b4ca8622-092e-42e0-bb1c-2403efb38869,/mnt/images/Sanctuary/SANCTUARY_05790.jpg,2022-05-26T01:23:18+00:00,Sanctuary,unknown,doe,doe,0.568,True,user,0,158,336,479,
ec5604e7-3fe9-4d98-bd90-4ce0194dab96,b4ca8622-092e-42e0-bb1c-2403efb38869,/mnt/images/Sanctuary/SANCTUARY_05790.jpg,2022-05-26T01:23:18+00:00,Sanctuary,unknown,doe,doe,0.718,True,user,551,211,572,233,
21b72e21-e739-445e-8421-c01181634623,41c92637-8131-4ed2-bb91-360e887a3b3e,/mnt/images/Sanctuary/SANCTUARY_05791.jpg,2022-05-26T01:24:02+00:00,Sanctuary,unknown,doe,doe,0.580,True,user,0,153,289,405,
751ef7f8-25f9-460c-a53e-5c45adcedb40,56d72e2a-98b9-4da9-bd2c-0bcfb415d18f,/mnt/images/Sanctuary/SANCTUARY_05883.jpg,2022-06-09T01:25:55+00:00,Sanctuary,unknown,no animal,no animal,0.744,True,user,386,106,537,331,no animal
16895193-7073-423a-9fee-25dc9ba6903f,360b81be-8372-41e4-9d9d-d79370e0cdc9,/mnt/images/Sanctuary/SANCTUARY_05881.jpg,2022-06-08T12:44:24+00:00,Sanctuary,unknown,cattle,cattle,0.500,True,user,551,189,634,228,
17bac32f-3c8a-42e7-a742-8df52ca90535,86457baa-b671-4eda-8103-67d4b49b4a74,/mnt/images/Sanctuary/SANCTUARY_05879.jpg,2022-06-08T11:43:21+00:00,Sanctuary,unknown,cattle,cattle,0.764,True,user,396,102,540,327,
60294467-6071-4598-964e-e349ef01eb10,9b4640a5-2e1b-491e-83ea-3880d26db319,/mnt/images/Sanctuary/SANCTUARY_05810.jpg,2022-05-30T14:27:03+00:00,Sanctuary,unknown,cattle,cattle,0.766,True,user,374,100,546,340,
6c0ce3f0-cb34-4d5a-adfd-62eb412998ea,1a01b065-9ff1-4724-9be4-846ddafb1b9a,/mnt/images/270_Jason/270_JASON_00916.jpg,2022-06-01T01:38:53+00:00,270_Jason,unknown,unknown,unknown,0.872,True,user,489,187,569,253,Dark - Cant See
b2d4df99-60bb-4f4b-b667-0501f036b1cc,4c4fea54-f69c-40c2-91f1-d9c4be032903,/mnt/images/Sanctuary/SANCTUARY_05809.jpg,2022-05-29T20:10:54+00:00,Sanctuary,unknown,vehicle,vehicle,0.524,True,user,240,166,332,228,vehicle
0452db14-d9a2-433a-9ce8-3edee39f3a5b,4c4fea54-f69c-40c2-91f1-d9c4be032903,/mnt/images/Sanctuary/SANCTUARY_05809.jpg,2022-05-29T20:10:54+00:00,Sanctuary,unknown,human,human,0.607,True,user,375,102,545,348,
8ff89a11-6f91-4fa3-bacc-97dd56f87581,b250774d-7e47-4c45-b6d5-cfabe6d6dd4a,/mnt/images/Sanctuary/SANCTUARY_05729.jpg,2022-05-24T00:33:14+00:00,Sanctuary,unknown,buck,buck,0.823,True,user,278,194,328,240,
f0b3295e-417e-4889-ab0c-387c92dc59a4,2df53091-2615-4ba7-8f1b-38ad5986649a,/mnt/images/Sanctuary/SANCTUARY_05742.jpg,2022-05-24T15:19:49+00:00,Sanctuary,unknown,cattle,cattle,0.787,True,user,381,99,550,340,
d9f604e2-9af1-4b3a-917c-4ea1d853636a,64a8fbc4-ad7a-4122-83e0-9a708581d4b9,/mnt/images/Sanctuary/SANCTUARY_05740.jpg,2022-05-24T10:10:49+00:00,Sanctuary,unknown,raccoon,raccoon,0.774,True,user,221,320,288,368,
62ae4bff-ba76-489d-a224-91e0d5f414d5,35560d0e-22b4-4a7a-adf9-898567f3051a,/mnt/images/Sanctuary/SANCTUARY_05744.jpg,2022-05-24T15:30:15+00:00,Sanctuary,unknown,no animal,no animal,0.749,True,user,376,105,545,337,
7803c29c-8668-459c-9164-2bb59f39f15d,87a8211c-0a55-4e20-ac39-65a31e53c1ed,/mnt/images/Sanctuary/SANCTUARY_05723.jpg,2022-05-24T00:28:11+00:00,Sanctuary,unknown,doe,doe,0.731,True,user,561,268,591,313,
ce6c28f6-c9bb-454d-9262-8dc2e7b3dc30,cf87022f-e359-4179-bb82-c1b31b202a86,/mnt/images/Sanctuary/SANCTUARY_05738.jpg,2022-05-24T08:28:01+00:00,Sanctuary,unknown,raccoon,raccoon,0.712,True,user,100,202,137,308,
2ba169a4-d35f-4731-a89f-cd6b02f2766f,616cc45a-1857-406d-b9ff-1dc834be2119,/mnt/images/Sanctuary/SANCTUARY_05720.jpg,2022-05-24T00:26:16+00:00,Sanctuary,unknown,doe,doe,0.692,True,user,90,194,117,225,
